Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-83378,SANAR MEDICARE CLINIC,KILIFI,PRIVATE,LEVEL 2,-3.176503150822,39.68804728776,Kilifi,Success,
CN-83409,MWEA CFW CLINIC,KIRINYAGA,PRIVATE,LEVEL 2,-0.649619343166,37.388944632388,"Mwea, Kirinyaga",Success,
CN-83425,SURGICAL SOLUTIONS HOSPITAL LIMITED,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-83427,JAYSTEL MEDICAL CENTER,KIRINYAGA,PRIVATE,LEVEL 2,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-83537,JOSIAH COMMUNITY MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A,-1.31244,36.79729,Medical Centre,Success,
CN-83600,MEDICROSS LIMITED MUMIAS,KAKAMEGA,PRIVATE,LEVEL 2,0.3283221,34.4993675,"Mumias, Kakamega",Success,
CN-83624,EQUITY AFIA-LIMURU,KIAMBU,PRIVATE,LEVEL 3B,-1.142458153456,36.624576172153,"Limuru, Kiambu",Success,
CN-83646,MARY IMMACULATE COTTAGE HOSPITAL,MOMBASA,PRIVATE,LEVEL 3B,-4.0574645,39.663945,Mombasa,Success,
CN-83671,MAMO MEMORIAL HOSPITAL,MIGORI,PRIVATE,LEVEL 3B,-1.09799,34.461054,Ojole Memorial Hospital,Success,
CN-83672,KAVUTIRI CFW CLINIC,EMBU,PRIVATE,LEVEL 2,-0.5379964,37.4543311,Embu,Success,
CN-83701,ST.JENNIFER MEDICAL CENTRE,KISUMU,PRIVATE,LEVEL 3B,-0.173053648767,34.839859182104,Kisumu,Success,
CN-83712,OLJABET HOSPITAL,LAIKIPIA,PRIVATE,LEVEL 4,0.321036458859,36.76507926291,Laikipia,Success,
CN-83806,BFN HOSPITAL LIMITED,NYAMIRA,PRIVATE,LEVEL 3A,-0.640626239534,34.967387947932,Nyamira,Success,
CN-83824,GARISSA NURSING HOME,GARISSA,PRIVATE,LEVEL 4,-0.4459246,39.652735,Garissa,Success,
CN-83835,EUROCITY MEDICAL CENTRE SINDO,HOMA BAY,PRIVATE,LEVEL 3A,-0.5401686,34.1691104,"Sindo, Homa Bay",Success,
CN-83873,ROYAL ST MONICAH MEDICAL CENTRE LIMITED,LAIKIPIA,PRIVATE,LEVEL 3A,0.321036458859,36.76507926291,Laikipia,Success,
CN-83917,THE GITUAMBA HOSPITAL,KIAMBU,PRIVATE,LEVEL 2,-0.9445538,36.9898022,"Gituamba, Kiambu",Success,
CN-83942,ANNEX LOC MEDICARE,LAIKIPIA,PRIVATE,LEVEL 3A,0.321036458859,36.76507926291,Laikipia,Success,
CN-84068,JETTY HEALTHCARE HOSPITAL,TRANS-NZOIA,PRIVATE,LEVEL 3A,1.0256211,35.0217242,Hospital,Success,
CN-84089,RAYCOS HEALTH CENTRE,MOMBASA,PRIVATE,LEVEL 3A,-4.0219743,39.6858526,Health Centre,Success,
CN-84137,ALLANCE COMMUNITY MEDICAL CENTRE,MIGORI,PRIVATE,LEVEL 3A,-0.989136495207,34.364493855317,Migori,Success,
CN-84194,ALPHA MEDICAL CENTRE- KAEWA,MACHAKOS,PRIVATE,LEVEL 3B,-1.450918,37.3059387,"Kaewa, Machakos",Success,
CN-84250,THE FORK HOSPITAL KENYA,MACHAKOS,PRIVATE,LEVEL 5,-1.279605613208,37.413530961083,Machakos,Success,
CN-84281,MAGENA VIEWCARE MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3A,-0.9003267,34.795285,"Magena, Kisii",Success,
CN-84318,COMRADE NURSING HOME,KIRINYAGA,PRIVATE,LEVEL 3B,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-84355,SAFO NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-84382,ATHI RIVER MEDICAL SERVICES,MACHAKOS,PRIVATE,LEVEL 3B,-1.4575405,36.9792001,"Athi River, Machakos",Success,
CN-84410,ANFAL MEDICAL CENTER LIMITED,GARISSA,PRIVATE,LEVEL 3B,-0.4459246,39.652735,Garissa,Success,
CN-84414,THE RAPHAELITES LIMITED,KIAMBU,PRIVATE,LEVEL 3B,-1.1672396,36.8255013,Kiambu,Success,
CN-84426,ALPHIL MEDICAL CENTRE LIMITED,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-84431,KOROWE HIGHWAY HOSPITAL,KISUMU,PRIVATE,LEVEL 3B,-0.0252384,34.6244024,Hospital,Success,
CN-84454,EQUITY AFIA ROSSLYN RUAKA MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3B,-1.1672396,36.8255013,Kiambu,Success,
CN-84464,OSERIAN HEALTH CENTRE,NAKURU,PRIVATE,LEVEL 3A,0.0140971,36.1398143,Health Centre,Success,
CN-84480,CARMEL HOSPITAL,WAJIR,PRIVATE,LEVEL 4,1.7513782,40.0514792,Hospital,Success,
CN-84484,FIRENZE NURSING HOME LIMITED,KIAMBU,PRIVATE,LEVEL 4,-1.1672396,36.8255013,Kiambu,Success,
CN-84494,TUMAINI BRIGHTEN MEDICAL CENTRE,EMBU,PRIVATE,LEVEL 3A,-0.5379964,37.4543311,Embu,Success,
CN-84521,COMPLETE CARE HEALTH SERVICES,KIAMBU,PRIVATE,LEVEL 3B,-1.1726381,36.8262857,Prime Cure - Kims Health Services,Success,
CN-84529,MANDERA WEST NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 4,3.396185095279,40.109020865218,"Mandera West, Mandera",Success,
CN-84530,IMBO COMMUNITY MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 2,-0.5954563,34.5342696,"Imbo, Homa Bay",Success,
CN-84533,WAYSIDE MEDICAL CLINIC,NAKURU,PRIVATE,LEVEL 3A,-0.2989828,36.067634,Al-Gadhir Medical Clinic,Success,
CN-84562,KAPEDO MEDICAL CENTRE,TURKANA,PRIVATE,LEVEL 2,1.1875515,36.0930082,"Kapedo, Turkana",Success,
CN-84564,DIANI BEACH HOSPITAL - LIKONI,MOMBASA,PRIVATE,LEVEL 4,-4.089917796262,39.626289116205,"Likoni, Mombasa",Success,
CN-84574,TANAKA NURSING HOME BUSIA,BUSIA,PRIVATE,LEVEL 4,0.4645192,34.1021511,Busia,Success,
CN-84599,MUNTASIR NURSING HOME,WAJIR,PRIVATE,LEVEL 4,1.75504011033,40.017147679353,Wajir,Success,
CN-84610,WELLCARE ORTHOPAEDIC &amp; TRAUMA CENTRE,KIAMBU,PRIVATE,LEVEL 4B,-1.1672396,36.8255013,Kiambu,Success,
CN-84626,NAMWAYA FAITH MEDICAL CENTRE,BUNGOMA,PRIVATE,LEVEL 3A,0.748950071987,34.640152743934,Bungoma,Success,
CN-84692,ST PETERS ORTHOPEDICS AND SURGICAL SPECIALITY CENTRE LIMITED,KIAMBU,PRIVATE,LEVEL 5,-1.2523135,36.6861606,St Peters Orthopedic & Surgical Specialty Center Ltd,Success,
CN-84801,SUNNYBROOK HEALTHCARE CENTRE LIMITED,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-84825,BISHOP LAWI MEDICAL CENTRE LTD,MERU,PRIVATE,LEVEL 3B,0.166838927273,37.764590845633,Meru,Success,
CN-84849,MOCHENWA ROYAL - SUMMIT HEALTHCARE,NYAMIRA,PRIVATE,LEVEL 2,-0.7451067,34.9680907,"Mochenwa, Nyamira",Success,
CN-84895,KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,KIRINYAGA,PRIVATE,LEVEL 4,-0.49887,37.28031,"Kerugoya, Kirinyaga",Success,
CN-84904,BLAMARI MEDICAL CENTRE,NYAMIRA,PRIVATE,LEVEL 2,-0.640626239534,34.967387947932,Nyamira,Success,
CN-84929,BRIGHTON MEDICAL CENTRE,KISII,PRIVATE,LEVEL 3B,-0.674413,34.770912,Kisii Medical Centre,Success,
CN-84944,MUTHURE WELLNESS HEALTH SERVICES,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-85006,AFYAPOINT MEDICARE LIMITED -ANNEX,KERICHO,PRIVATE,LEVEL 4,-0.296882276918,35.307304593825,Kericho,Success,
CN-85034,NEEMA HOSPITAL LTD,KITUI,PRIVATE,LEVEL 4,-1.493161090519,38.407478986946,Kitui,Success,
CN-85050,DZITSONI MEDICAL CLINIC,KILIFI,PRIVATE,LEVEL 3A,-3.7006735,39.7120187,"Dzitsoni, Kilifi",Success,
CN-85074,BARAKA HEALTH CENTRE MATHARE,NAIROBI,PRIVATE,LEVEL 3B,-1.2560812,36.8659217,Health Centre,Success,
CN-85112,ANKARA NURSING HOME,WAJIR,PRIVATE,LEVEL 4,1.75504011033,40.017147679353,Wajir,Success,
CN-85114,IMANI BRIDGEVALL HOSPITAL,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-85207,CANAAN MEDICAL CLINIC,TURKANA,PRIVATE,LEVEL 2,3.186636109974,35.449603095023,Turkana,Success,
CN-85240,MAGANDA MEDICAL CENTRE LTD,MOMBASA,PRIVATE,LEVEL 2,-4.0574645,39.663945,Mombasa,Success,
CN-85259,ST. JOSEPHS NURSING & MATERNITY HOME,NAKURU,PRIVATE,LEVEL 4,-0.2473606,35.7272087,St Joseph Nursing & Maternity Home,Success,
CN-85310,ANSARI MEDICAL CLINIC &amp; LABORATORY,MOMBASA,PRIVATE,LEVEL 4,-4.0574645,39.663945,Mombasa,Success,
CN-85317,PARK NICOLLET NURSING HOME,MACHAKOS,PRIVATE,LEVEL 2,-1.279605613208,37.413530961083,Machakos,Success,
CN-85324,LIPTON CENTRAL HOSPITAL-KIMUGU CENTRE,KERICHO,PRIVATE,LEVEL 2,-0.296882276918,35.307304593825,Kericho,Success,
CN-85337,BUNA NURSING HOME,WAJIR,PRIVATE,LEVEL 3B,2.7904115,39.505204,"Buna, Wajir",Success,
CN-85383,ST. MICHAEL NURSING HOME,EMBU,PRIVATE,LEVEL 3B,-0.5379964,37.4543311,Embu,Success,
CN-85404,MUQIM NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-85445,PRIMACARE COMMUNITY CENTRE,TRANS-NZOIA,PRIVATE,LEVEL 3A,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-85458,KABARNET COTTAGE HOSPITAL LIMITED,BARINGO,PRIVATE,LEVEL 4,0.4966113,35.7487103,"Kabarnet, Baringo",Success,
CN-85479,THE RIVER JORDAN MEDICAL CENTRE LTD,TAITA-TAVETA,PRIVATE,LEVEL 4,-3.436547605259,38.417882139111,Taita Taveta,Success,
CN-85510,FAMILY ACCESS MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2,-1.31244,36.79729,Medical Centre,Success,
CN-85513,JARABO MEDICAL CENTRE,HOMA BAY,PRIVATE,LEVEL 2,-0.5146224,34.7334287,Eldamador Medical Centre,Success,
CN-85529,JIRANI CARE HOSPITAL LTD,NAIROBI,PRIVATE,LEVEL 3B,-1.281149,36.8440915,Care Hospital,Success,
CN-85552,SAMIA NURSING HOME,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-85566,SIPILI HOSPITAL,LAIKIPIA,PRIVATE,LEVEL 3B,0.43506,36.38282,Sipili,Success,
CN-85577,NALA MATERNITY &amp; NURSING HOME,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-85640,KIRINYAGA TREATMENT CENTRE,KIRINYAGA,PRIVATE,LEVEL 4,-0.525012949373,37.320744609382,Kirinyaga,Success,
CN-85673,ROYAL COMMUNITY CLINIC,MOMBASA,PRIVATE,LEVEL 2,-4.0574645,39.663945,Mombasa,Success,
CN-85698,MAMA NURSING HOME KABABU,MIGORI,PRIVATE,LEVEL 3A,-0.989136495207,34.364493855317,Migori,Success,
CN-85713,CONSOLATA MATHARI TOWN ANNEX,NYERI,PRIVATE,LEVEL 2,-0.40713,36.92117,"Mathari, Nyeri",Success,
CN-85765,DAYOW HOSPITAL LIMITED,WAJIR,PRIVATE,LEVEL 3A,1.75504011033,40.017147679353,Wajir,Success,
CN-85816,KERNAN LIFE HOSPITAL,KIAMBU,PRIVATE,LEVEL 3A,-1.0174562,36.9032367,Hospital,Success,
CN-85818,ST JAIRUS HOSPITAL,KISUMU,PRIVATE,LEVEL 4,-0.0252384,34.6244024,Hospital,Success,
CN-85823,PYNET HEALTHCARE LIMITED,BUSIA,PRIVATE,LEVEL 3A,0.38569164205,34.193072581938,Busia,Success,
CN-85890,MURUDEF COMMUNITY HEALTH CENTRE,KAKAMEGA,PRIVATE,LEVEL 3A,0.1304458,34.6745821,Health Centre,Success,
CN-85933,MAROATORA NURSING HOME,MIGORI,PRIVATE,LEVEL 3B,-0.989136495207,34.364493855317,Migori,Success,
CN-85948,MWINGI MEDICARE CENTRE,KITUI,PRIVATE,LEVEL 3B,-0.933549,38.0587051,"Mwingi, Kitui",Success,
CN-85957,THE HOPE MEDICAL CENTRE AWASI,KISUMU,PRIVATE,LEVEL 3B,-0.161487,35.0739327,"Awasi, Kisumu",Success,
CN-85958,UMOJA MODERN MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-85966,EAGLE HEALTH AND CLINIC SERVICES RIRUTA BRANCH,NAIROBI,PRIVATE,LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-86047,GINGER HOSPITAL LIMITED,KWALE,PRIVATE,LEVEL 4,-4.148612987152,39.155718067611,Kwale,Success,
CN-86051,MOTHER AND CHILD HOSPITAL,NAIROBI,PRIVATE,LEVEL 4,-1.264698,36.850449,Mother and Child Hospital,Success,
CN-86075,JAMEEL MEDICAL CENTRE,GARISSA,PRIVATE,LEVEL 3B,-0.4513357,39.6459576,Ankara Medical Centre,Success,
CN-86108,OASIS MATERNITY AND NURSING HOME,NYAMIRA,PRIVATE,LEVEL 4,-0.581044,34.935357,Nyamira Maternity and Nursing Home,Success,
CN-86125,MELCHIZEDEK HOSPITAL LTD,NAIROBI,PRIVATE,LEVEL 4,-1.293175,36.753459,Melchizedek Hospital,Success,
CN-86129,THE RHAMU HOSPITAL,MANDERA,PRIVATE,LEVEL 4,3.9333489,41.2163738,"Ramu, Mandera",Success,
CN-86132,MAMA BIRITA HOSPITAL LIMITED,KISII,PRIVATE,LEVEL 4,-0.775814232663,34.777005852014,Kisii,Success,
CN-86145,LYSON MANYATTA MEDICAL &amp; LABORATORY SERVICES LIMITED,KAKAMEGA,PRIVATE,LEVEL 3B,0.28422,34.75229,Kakamega,Success,
CN-86187,IVORY HEALTH SOLUTIONS LTD MAMA NGINA ST NAIROBI,NAIROBI,PRIVATE,LEVEL 3B,-1.285550821216,36.8233285658,"Mama Ngina Street, Starehe",Success,
CN-86236,MEDISICA MEDICAL CLINIC,TURKANA,PRIVATE,LEVEL 2,3.186636109974,35.449603095023,Turkana,Success,
CN-86243,"SALONNAY MEDICAL, DIAGNOSTIC AND IMAGING CENTER LIMITED",MURANGA,PRIVATE,LEVEL 3A,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-86277,SPRINGFIELD MEDICAL AND VISION CENTRE,KISII,PRIVATE,LEVEL 2,-0.775814232663,34.777005852014,Kisii,Success,
CN-86294,GARISSA DOCTORS CLINIC LIMITED,GARISSA,PRIVATE,LEVEL 3A,-0.4459246,39.652735,Garissa,Success,
CN-86315,KILOME MNH HOSPITAL,MAKUENI,PRIVATE,LEVEL 4,-1.846935682651,37.285235104091,"Kilome, Makueni",Success,
CN-86322,ACCESS AFYA LTD SINAI,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-86361,BLUELIGHT HOSPITAL AND DIAGNOSTIC CENTRE LIMITED,MANDERA,PRIVATE,LEVEL 4,3.370055804436,40.694029088396,Mandera,Success,
CN-86378,MATHINGIRA MEDICAL CLINIC,NYERI,PRIVATE,LEVEL 2,-0.4211516,36.9494066,Nyeri,Success,
CN-86395,MWEA COUNTY MEDICAL CENTRE,KIRINYAGA,PRIVATE,LEVEL 3B,-0.649619343166,37.388944632388,"Mwea, Kirinyaga",Success,
CN-86410,MALIK HEALTH CARE,KAJIADO,PRIVATE,LEVEL 2,-1.8419404,36.7892723,Kajiado,Success,
CN-86412,MWATETE\\'S MEDICAL CLINIC WATAMU,KILIFI,PRIVATE,LEVEL 2,-3.3524945,40.0155608,"Watamu, Kilifi",Success,
CN-86428,ZIMMER MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3A,-1.31244,36.79729,Medical Centre,Success,
CN-86446,AFRICA INUKA HOSPITAL LTD- MILIMANI,KISUMU,PRIVATE,LEVEL 4,-0.0983424,34.7525594,Inuka Hospital,Success,
CN-86452,SONROL MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-86486,KISII DENTAL CENTER,KISII,PRIVATE,LEVEL 3A,-0.68174,34.76666,Kisii,Success,
CN-86511,EQUITY AFIA EMBAKASI VILLAGE,NAIROBI,PRIVATE,LEVEL 3A,-1.30675,36.90997,"Embakasi Village, Nairobi",Success,
CN-86546,DANASA NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-86581,ALESTACARE MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-86594,PIPELINE MODERN HOSPITAL,NAIROBI,PRIVATE,LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-86614,ST.ANN'S MEDICAL CENTRE,KIAMBU,PRIVATE,LEVEL 3A,-1.0363673,37.0724379,Prime Medical Centre,Success,
CN-86621,PARCHEMO MEDICAL CLINIC,BARINGO,PRIVATE,LEVEL 2,0.671904478344,35.940931127722,Baringo,Success,
CN-86630,LIFETIME WELLNESS CENTRE,KIAMBU,PRIVATE,LEVEL 3A,-1.1672396,36.8255013,Kiambu,Success,
CN-86632,SAMJOMEN HOSPITAL LIMITED,MIGORI,PRIVATE,LEVEL 4,-0.989136495207,34.364493855317,Migori,Success,
CN-86700,MERUCARE MEDICAL CENTER,MERU,PRIVATE,LEVEL 2,0.04503,37.652022,Family Care Medical Centre,Success,
CN-86715,CAAWIYE NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-86730,ULTRAMED HEALTHCARE LIMITED,KILIFI,PRIVATE,LEVEL 3A,-3.176503150822,39.68804728776,Kilifi,Success,
CN-86795,LEVEL TWO CHILD AND FAMILY WELLNESS CLINIC KANDONGU,KIRINYAGA,PRIVATE,LEVEL 2,-0.6659725,37.2884854,"Kandongu, Kirinyaga",Success,
CN-86803,LIFETIME WELLNESS CENTRE,KIAMBU,PRIVATE,LEVEL 3A,-1.1672396,36.8255013,Kiambu,Success,
CN-86842,CHAMALO MEDICAL CLINIC,KILIFI,PRIVATE,LEVEL 3B,-3.9159737,39.5828209,Medical Centre,Success,
CN-86854,NAIROBI OUTPATIENT GULF LIMITED,NAIROBI,PRIVATE,LEVEL 3A,-1.2857857,36.8200253,Nairobi,Success,
CN-86949,LIMURU COTTAGE HOSPITAL MATERNITY ANNEX,KIAMBU,PRIVATE,LEVEL 3B,-1.142458153456,36.624576172153,"Limuru, Kiambu",Success,
CN-86981,ST JAMES AMENITY HOSPITAL BUTERE,KAKAMEGA,PRIVATE,LEVEL 3B,0.220186112544,34.522233375076,"Butere, Kakamega",Success,
CN-87036,MAHNAZ NURSING HOME,MANDERA,PRIVATE,LEVEL 3B,3.9352641,41.8527175,Al-Siha Nursing Home,Success,
CN-87107,TETRAGRAMMATON LIMITED,NAIROBI,PRIVATE,LEVEL 3B,-1.2857857,36.8200253,Nairobi,Success,
CN-87111,EQUATA MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 2,-1.31244,36.79729,Medical Centre,Success,
CN-87154,OASIS DOCTORS PLAZA MIGORI,MIGORI,PRIVATE,LEVEL 4,-1.0635852,34.4729174,Migori,Success,
CN-87159,TRANSCEND EYE HOSPITAL LTD,TRANS-NZOIA,PRIVATE,LEVEL 4B,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-87200,ACROSS WESTERN MEDICAL CENTRE AND PHARMACEUTICALS LTD,VIHIGA,PRIVATE,LEVEL 3A,0.080244585317,34.730720378013,Vihiga,Success,
CN-87298,HASHI MEDICAL CENTRE LIMITED - MURANGA,MURANGA,PRIVATE,LEVEL 4,-0.7180943,37.1589456,"Muranga, Murang'a",Success,
CN-87315,RAMRAJ MEDICAL CENTRE LTD,NAIROBI,PRIVATE,LEVEL 4B,-1.2697736,36.845211,Park Medical Center Ltd,Success,
CN-87333,KAMLESH KAPADIA OPTICS LIMITED-TUBMAN ROAD,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-87401,REALCARE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 2,-1.32609,36.84225,"Real, Nairobi",Success,
CN-87406,RUIRU NURSING HOSPITAL LIMITED,KIAMBU,PRIVATE,LEVEL 4,-1.1480309,36.9605921,"Ruiru, Kiambu",Success,
CN-87459,AFYACARE HOSPITAL LIMITED,NAIROBI,PRIVATE,LEVEL 2,-1.2857857,36.8200253,Nairobi,Success,
CN-87487,THE RIVER JORDAN MEDICAL CENTRE - PREMIER,TAITA-TAVETA,PRIVATE,LEVEL 3B,-3.436547605259,38.417882139111,Taita Taveta,Success,
CN-87489,GLOBE MEDICAL CENTER,NYANDARUA,PRIVATE,LEVEL 3B,-0.323536777902,36.481864588175,Nyandarua,Success,
CN-87494,VENOMA MEDICAL AND REPRODUCTIVE HEALTH SERVICES CLINIC,KILIFI,PRIVATE,LEVEL 3B,-3.176503150822,39.68804728776,Kilifi,Success,
CN-87544,JUMUPAMOZZI MEDICAL CENTRE,MERU,PRIVATE,LEVEL 3B,0.166838927273,37.764590845633,Meru,Success,
CN-87549,SALEM MEDICAL CENTER,NAIROBI,PRIVATE,LEVEL 3B,-1.31244,36.79729,Medical Centre,Success,
CN-87629,ARIES MEDICAL CLINIC,KISII,PRIVATE,LEVEL 2,-0.820578,34.732977,Quiners Medical Clinic,Success,
CN-87651,AL SHIFAC NURSING HOME LIMITED,WAJIR,PRIVATE,LEVEL 3B,1.75504011033,40.017147679353,Wajir,Success,
CN-87673,ST. JUDES DISPENSARY CATHOLIC DIOCESE OF BUNGOMA,BUSIA,PRIVATE,LEVEL 2,0.38569164205,34.193072581938,Busia,Success,
CN-87689,SAOLA MATERNITY HOME,NAIROBI,PRIVATE,LEVEL 3A,-1.2664939,36.849135,Maternity Home,Success,
CN-87691,WELLS PARK MEDICAL AND DIAGNOSTIC LIMITED,NYERI,PRIVATE,LEVEL 3A,-0.4211516,36.9494066,Nyeri,Success,
CN-87789,FAVOUR MEDICAL SERVICES,KAJIADO,PRIVATE,LEVEL 4,-1.8419404,36.7892723,Kajiado,Success,
CN-87852,EDNAH MEDICAL CENTRE,NAIROBI,PRIVATE,LEVEL 4,-1.31244,36.79729,Medical Centre,Success,
CN-87863,KENOL HOSPITAL LTD,MURANGA,PRIVATE,LEVEL 4,-0.719691829303,37.160451705023,"Hospital Road, Muranga",Success,
CN-87868,MUSLI MEDICAL CENTRE LIMITED,WAJIR,PRIVATE,LEVEL 3A,1.75504011033,40.017147679353,Wajir,Success,
CN-87879,SONAR IMAGING CENTRE NAIROBI,NAIROBI,PRIVATE,LEVEL 4B,-1.2857857,36.8200253,Nairobi,Success,
CN-87886,ONEWAYWISE HEALTH SERVICES LIMITED,MAKUENI,PRIVATE,LEVEL 3B,-2.160192128139,37.789123486634,Makueni,Success,
CN-87916,THE LIGHT NAIVASHA DOCTORS PLAZA,NAKURU,PRIVATE,LEVEL 3B,-0.868439985172,36.390291585908,"Naivasha, Nakuru",Success,
CN-87941,MOUNTAIN VIEW MEDICAL CENTRE-CHAKA LIMITED,NYERI,PRIVATE,LEVEL 3A,-0.4211516,36.9494066,Nyeri,Success,
CN-87951,REHNET MEDICAL CENTER,NAIROBI,PRIVATE,LEVEL 3A,-1.31244,36.79729,Medical Centre,Success,
CN-88004,BURA TANA NURSING HOME LIMITED,TANA RIVER,PRIVATE,LEVEL 4,-1.0948823,39.9392491,"Bura, Tana River",Success,
CN-88007,BULAMU MEDICAL CLINIC,VIHIGA,PRIVATE,LEVEL 2,0.080244585317,34.730720378013,Vihiga,Success,
CN-88027,KASARANI MATERNITY & NURSING HOME,NAIROBI,PRIVATE,LEVEL 3A,-1.218618,36.911474,Kasarani Maternity and Nursing Home,Success,
CN-88073,DANDELION MEDICAL CENTRE-KILIMANJARO,KAJIADO,PRIVATE,LEVEL 2,-1.8419404,36.7892723,Kajiado,Success,
CN-88102,MAMA NERBEEL NURSING HOME,MANDERA,PRIVATE,LEVEL 3B,3.370055804436,40.694029088396,Mandera,Success,
CN-88150,WAN TOWNSHIP MEDICAL CENTRE,SIAYA,PRIVATE,LEVEL 3B,-0.06564696176,34.248353736491,Siaya,Success,
CN-88159,EVERGREEN DENTAL CARE LIMITED,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-88171,TUWAN HIGHWAY MEDICAL CLINIC,TRANS-NZOIA,PRIVATE,LEVEL 2,1.050719398347,34.957014580558,Trans Nzoia,Success,
CN-88200,AL-SHIFA HEALTHCARE LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-88309,FLC FOUNTAIN MISSION HOSPITAL,NAROK,PRIVATE,LEVEL 3A,-1.257270424837,35.575800972424,Narok,Success,
CN-88316,LUMUMBA HEALTH UNIT,SIAYA,PRIVATE,LEVEL 2,-1.2909726,36.8804224,"Lumumba, Makadara, Nairobi",Success,
CN-88324,BEGGS NURSING HOME LIMITED-MATUNDA,KAKAMEGA,PRIVATE,LEVEL 3B,0.1992349,34.7108326,"Matundu, Kakamega",Success,
CN-88337,KAAFI NURSING HOME LIMITED,MANDERA,PRIVATE,LEVEL 3A,3.370055804436,40.694029088396,Mandera,Success,
CN-88422,LENMEK HOSPITAL,KISII,PRIVATE,LEVEL 5,-0.7440181,34.6306154,Hospital,Success,
CN-88457,NANDI HILLS MEDICARE,NANDI,PRIVATE,LEVEL 2,0.119412165681,35.262270648045,"Nandi Hills, Nandi",Success,
CN-88487,ROSEWOOD NURSING HOME,MIGORI,PRIVATE,LEVEL 3B,-0.989136495207,34.364493855317,Migori,Success,
CN-88509,KIMBO HEALTH CARE CENTRE,KIAMBU,PRIVATE,LEVEL 2,-1.1672396,36.8255013,Kiambu,Success,
CN-88525,TUDOR HEALTHCARE CLINIC,MOMBASA,PRIVATE,LEVEL 2,-4.0628887,39.6654466,Alsafra Healthcare,Success,
CN-88533,TOP CARE ORTHOPAEDIC AND TRAUMA CENTRE LIMITED,GARISSA,PRIVATE,LEVEL 4B,-0.4440829,39.6482003,Top Care Orthopaedic and Trauma Centre,Success,
CN-88581,ELBURGON MATERNITY ANNEX- MURINDUKO CLINIC,NAKURU,PRIVATE,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-88585,ESHIO COMMUNITY HEALTHCARE,KAKAMEGA,PRIVATE,LEVEL 2,0.28422,34.75229,Kakamega,Success,
CN-88697,KISII FAMILY MEDICAL CENTRE LIMITED-ANNEX,KISII,PRIVATE,LEVEL 3B,-0.775814232663,34.777005852014,Kisii,Success,
