Application Number,Facility Name,County,Facility Type,Keph Level,latitude,longitude,geocoded_address,geocoding_status,matched_county
CN-23064,OLDEPE DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-23073,KOMWAGA HEALTH CENTRE,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0464292,34.7199994,Health Centre,Success,
CN-23101,UNIVERSITY OF KABIANGA HEALTH CENTRE,KERICHO,COUNTY GOVERNMENT,LEVEL 3A,-0.4445025,35.1353659,"Kabianga, Kericho",Success,
CN-23110,CHEPTAGUM DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.85972,35.34359,"Cheptagum, Bomet",Success,
CN-23144,KIPYOSIT DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-23177,KIPSEGEI DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-23201,KIPAO DISPENSARY,TANA RIVER,COUNTY GOVERNMENT,LEVEL 2,-0.0381378,39.0698169,Dispensary,Success,
CN-23226,KAPKELEI DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7917916,35.1310678,"Kapkelei, Bomet",Success,
CN-23298,NGENGI DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.3396503,37.3130462,Dispensary,Success,
CN-23358,KUVASALI HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 2,0.1304458,34.6745821,Health Centre,Success,
CN-23386,NATOO DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-23388,KABATI YMCA DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-23434,WAKAMATA DISPENSARY,NYERI,COUNTY GOVERNMENT,LEVEL 2,-0.2372432,37.0824523,Dispensary,Success,
CN-23436,KAJIRE DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-23482,CHEPTUECH DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.60243,35.6339677,"Cheptwech, Nakuru",Success,
CN-23493,MABOLE HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 3B,0.1304458,34.6745821,Health Centre,Success,
CN-23521,KAMUUNGU DISPENSARY,KITUI,COUNTY GOVERNMENT,LEVEL 2,-1.3224713,38.008013,Dispensary,Success,
CN-23539,OLENGURUONE SUB-COUNTY HOSPITAL,NAKURU,COUNTY GOVERNMENT,LEVEL 4,-0.5911309,35.6857927,Olenguruone Sub-County Hospital,Success,Found in address
CN-23542,KAPKEBEN DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-23545,OLE-NKASURAI DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-23592,KALANZONI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-23630,NGURWEINI DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.87491,37.06234,"Ngurweini, Murang'A",Success,
CN-23650,LELU DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-23707,KERIO HEALTH CENTRE,TURKANA,COUNTY GOVERNMENT,LEVEL 3B,1.1893381,36.1087687,Health Centre,Success,
CN-23729,FAZAAN NURSING HOME LIMITED,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,3.370055804,40.69402909,Mandera,Success,
CN-23730,KIRUMBI DINSPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-23756,URUM DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-23774,SIGORO DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-23781,OLDEBES DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-23802,LALWET DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-23845,KASUNGUNI DISPENSARY - MAKUENI,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-23899,TASSIA KWA NDEGE HOSPITAL,NAIROBI,COUNTY GOVERNMENT,LEVEL 4,-1.2857857,36.8200253,Nairobi,Success,
CN-23929,JOGOO HEALTH CENTER,WAJIR,COUNTY GOVERNMENT,LEVEL 3A,1.75504011,40.01714768,Wajir,Success,
CN-23936,KIBENDO HEALTH CENTRE,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 3A,0.3887242,35.5518059,Health Centre,Success,
CN-23940,OLOKURTO HEALTH CENTRE,NAROK,COUNTY GOVERNMENT,LEVEL 3B,-1.2209112,34.8155281,Health Centre,Success,
CN-23943,OFAFA I DISPENSARY,NAIROBI,COUNTY GOVERNMENT,LEVEL 2,-1.2635299,36.7077619,Dispensary,Success,
CN-23947,MNARANI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-23959,KITHEUNI DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.2031722,37.6465474,"Kitheuni, Machakos",Success,
CN-24039,KAPSOIT DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-24043,BOA DISPENSARY,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.9813525,39.7546366,Dispensary,Success,
CN-24064,BUNGOMA G.K PRISON HEALTH CENTRE,BUNGOMA,COUNTY GOVERNMENT,LEVEL 3B,0.5705677,34.5599957,Bungoma,Success,
CN-24079,MUMIAS MODEL HEALTH CENTRE,KAKAMEGA,COUNTY GOVERNMENT,LEVEL 3B,0.1304458,34.6745821,Health Centre,Success,
CN-24102,KAPTARAKWA SUB-COUNTY HOSPITAL,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 3A,0.4634003,35.5402422,"Kaptarakwa, Elgeyo-Marakwet",Success,
CN-24178,BUKOKHOLO DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.6984906,34.4629963,"Bukokholo, Bungoma",Success,
CN-24248,ALUNGU HEALTH CENTRE,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,2.4454471,40.6521921,Kotulo Health Centre,Success,
CN-24253,NDULUNI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-24261,OBANGA HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3A,-0.4274527,34.4767279,Health Centre,Success,
CN-24283,KAMUGU DISPENSARY,EMBU,COUNTY GOVERNMENT,LEVEL 2,-0.7856373,37.3618143,Dispensary,Success,
CN-24300,ZOWERANI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-24322,YIKIVUTHI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-24338,KIRINDARA DISPENSARY,MERU,COUNTY GOVERNMENT,LEVEL 2,-0.0425769,37.7241186,Dispensary,Success,
CN-24344,GATHANGA DISPENSARY,KIAMBU,COUNTY GOVERNMENT,LEVEL 3A,-1.1781949,36.7861609,"Gathanga, Kiambaa, Kiambu",Success,
CN-24375,CHEMOROROCH DISPENSARY-KERICHO,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3682293,35.2854418,Kericho,Success,
CN-24420,GIKONO DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-24457,KIZINGITI DISPENSARY,LAMU,COUNTY GOVERNMENT,LEVEL 2,-1.7466471,41.4861859,Dispensary,Success,
CN-24523,ODHA DISPENSARY -MANDERA,MANDERA,COUNTY GOVERNMENT,LEVEL 2,2.8057895,40.9451382,Dispensary,Success,
CN-24531,KARAGITA DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 3A,-0.3020422,36.0723128,Dispensary,Success,
CN-24595,UPPER SOLAI HEALTH CENTRE,NAKURU,COUNTY GOVERNMENT,LEVEL 3B,0.0140971,36.1398143,Health Centre,Success,
CN-24596,RURII KIANDEGWA DISPENSARY,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 2,-0.3796489,37.3102583,Dispensary,Success,
CN-24630,NGOINA ROAD DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-24807,KIARUTA HEALTH CENTRE,KISII,COUNTY GOVERNMENT,LEVEL 3A,-0.8742436,34.8387474,Health Centre,Success,
CN-24846,KIAGA DISPENSARY,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 2,-0.3796489,37.3102583,Dispensary,Success,
CN-24853,KAMWIMBI DISPENSARY,THARAKA-NITHI,COUNTY GOVERNMENT,LEVEL 2,-0.4418398,37.7555977,"Kamwimbi, Tharaka-Nithi",Success,
CN-24883,BEKIBON DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-24894,NGENDALEL DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-24951,WENJE DISPENSARY,TANA RIVER,COUNTY GOVERNMENT,LEVEL 2,-0.0381378,39.0698169,Dispensary,Success,
CN-24974,KAIRURU DISPENSARY,MERU,COUNTY GOVERNMENT,LEVEL 2,-0.0425769,37.7241186,Dispensary,Success,
CN-24982,KISAKU DISPENSARY,HOMA BAY,COUNTY GOVERNMENT,LEVEL 2,-0.5406006,34.4559898,Dispensary,Success,
CN-25016,OLDORKO DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-25031,TILINGWO DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,1.1,35.75,"Tilingwo, Baringo",Success,
CN-25054,NDUMBI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-25070,KATHAMA DISPENSARY,MACHAKOS,COUNTY GOVERNMENT,LEVEL 2,-1.3396503,37.3130462,Dispensary,Success,
CN-25073,KYANGA DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-25117,KOWINO DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-25122,NTHONGONI HEALTH CENTRE,MAKUENI,COUNTY GOVERNMENT,LEVEL 3B,-1.7965131,37.6267536,Health Centre,Success,
CN-25209,BUSEMBE DISPENSARY,BUSIA,COUNTY GOVERNMENT,LEVEL 2,0.0970597,33.979906,Dispensary,Success,
CN-25316,SIRAKARU DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.613227,34.5341346,Dispensary,Success,
CN-25335,GSU HEADQUARTERS HEALTH CENTRE,NAIROBI,COUNTY GOVERNMENT,LEVEL 3B,-1.2657918,36.7991336,Health Centre,Success,
CN-25358,GACEUNI DISPENSARY,THARAKA-NITHI,COUNTY GOVERNMENT,LEVEL 2,-0.2687373,37.6192702,Dispensary,Success,
CN-25362,KAPKORMOM DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-25420,MIJOMBONI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-25421,LAMAIWE DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-25445,FRIMA IMANI MEDICAL SERVICES,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.176503151,39.68804729,Kilifi,Success,
CN-25449,BACHILE DISPENSARY,MANDERA,COUNTY GOVERNMENT,LEVEL 2,2.8057895,40.9451382,Dispensary,Success,
CN-25462,NGAIRA RHODES DISPENSARY,NAIROBI,COUNTY GOVERNMENT,LEVEL 2,-1.2911713,36.8255521,Rhodes Dispensary,Success,
CN-25465,GK PRISONS DISPENSARY - NAROK,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-25514,TARAMA DISPENSARY,MANDERA,COUNTY GOVERNMENT,LEVEL 2,2.8057895,40.9451382,Dispensary,Success,
CN-25550,SOUTH NGARIAMA HEALTH CENTRE,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 3A,-0.6,37.41667,"Ngariama, Kirinyaga",Success,
CN-25563,KOLOWA HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.4722778,35.9861309,Health Centre,Success,
CN-25566,ELGEYO MARAKWET COUNTY BEYOND ZERO MOBILE CLINIC,ELGEYO-MARAKWET,COUNTY GOVERNMENT,LEVEL 2,0.799371948,35.53686541,Elgeyo-Marakwet,Success,
CN-25571,MANYANI DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-25585,CHAMUKA DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1240415,36.5403883,Dispensary,Success,
CN-25604,KIRANGA DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-25618,LEMORUNG\\'ENY DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-25699,KASHEEN DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3693063,35.1760372,Dispensary,Success,
CN-25772,BURGURET DISPENSARY,NYERI,COUNTY GOVERNMENT,LEVEL 2,-0.0732781,37.0059884,"Burguret, Nyeri",Success,
CN-25774,NYAKUMU DISPENSARY,MIGORI,COUNTY GOVERNMENT,LEVEL 2,-1.0783092,34.4828999,Dispensary,Success,
CN-25778,OSARARA DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-25836,ESAGERI HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3B,0.4722778,35.9861309,Health Centre,Success,
CN-25852,KERINKANI DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-25864,OLASI DISPENSARY - KISUMU,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-25922,KIGETUINI DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.941978,37.096212,Dispensary,Success,
CN-25948,KANGEMA SUB-COUNTY HOSPITAL,MURANGA,COUNTY GOVERNMENT,LEVEL 3B,-0.683333507,36.87267391,"Kangema, Murang'a",Success,
CN-25985,CHEPTABACH DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-26038,KAPCHEBWAI DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.18747,35.20499,"Kapchebwat, Kericho",Success,
CN-26058,KATSAKA KAIRU DISPENSARY,LAMU,COUNTY GOVERNMENT,LEVEL 2,-2.3414556,40.3570861,"Katsaka Kairu, Lamu",Success,
CN-26066,KAPSARA SUB-COUNTY HOSPITAL,TRANS-NZOIA,COUNTY GOVERNMENT,LEVEL 4,1.050719398,34.95701458,Trans Nzoia,Success,
CN-26091,NDEDA DISPENSARY,SIAYA,COUNTY GOVERNMENT,LEVEL 2,0.0894633,34.2351498,Dispensary,Success,
CN-26118,MATOLANI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6634772,39.4716036,"Matolani, Kilifi",Success,
CN-26130,RUKANGA HEALTH CENTRE,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 3A,-0.6307349,37.359998,Health Centre,Success,
CN-26180,MATHARU DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-26194,NGODHE ISLAND HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3A,-0.4274527,34.4767279,Health Centre,Success,
CN-26340,NDOROTO DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-26345,TUIYOBEI DISPENSARY-KERICHO,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.3682293,35.2854418,Kericho,Success,
CN-26346,MUNYU DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-26349,SIEKA HEALTH CENTRE,KISII,COUNTY GOVERNMENT,LEVEL 3A,-0.8742436,34.8387474,Health Centre,Success,
CN-26367,KAPKIAMO DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.7,35.8,"Kapkiamo, Baringo",Success,
CN-26441,CHALA DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
CN-26455,KIPKOROR DISPENSARY,NANDI,COUNTY GOVERNMENT,LEVEL 2,0.0283887,34.8233027,Dispensary,Success,
CN-26480,GACHIONGO HEALTH CENTRE,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 3B,-0.6307349,37.359998,Health Centre,Success,
CN-26540,KAPCHUMBE DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.9,35.1,"Kapchumbe, Bomet",Success,
CN-26590,SAGAT DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-26664,ERUSIEI DISPENSARY,NAROK,COUNTY GOVERNMENT,LEVEL 2,-1.3979141,36.1167248,Dispensary,Success,
CN-26702,KOTUNGA DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.0213829,34.6234656,Dispensary,Success,
CN-26728,RIAKINARO HEALTH CENTRE,NYAMIRA,COUNTY GOVERNMENT,LEVEL 3A,-0.6140052,34.8373285,Health Centre,Success,
CN-26749,CHUMANI DISPENSARY,KILIFI,COUNTY GOVERNMENT,LEVEL 2,-3.6367778,39.7493733,Dispensary,Success,
CN-26782,KANGALITA DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.3642,34.55551,"Kangaleta, Turkana",Success,
CN-26800,CHEBUNYO HEALTH CENTRE,BOMET,COUNTY GOVERNMENT,LEVEL 3B,-0.6671455,35.3101867,Health Centre,Success,
CN-26849,ENKOIREROI DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-26919,MILE 46 HEALTH CENTRE,KAJIADO,COUNTY GOVERNMENT,LEVEL 3A,-2.080021,36.8223205,Health Centre,Success,
CN-26941,FUCHANI DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 2,0.613227,34.5341346,Dispensary,Success,
CN-26945,SEGA DISPENSARY,SIAYA,COUNTY GOVERNMENT,LEVEL 2,0.0894633,34.2351498,Dispensary,Success,
CN-26955,HABASWEIN SUB-COUNTY HOSPITAL,WAJIR,COUNTY GOVERNMENT,LEVEL 4,1.0149196,39.4905955,"Habaswein, Wajir",Success,
CN-26966,TORONGO HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3B,0.4722778,35.9861309,Health Centre,Success,
CN-26970,KAAROGE DISPENSARY,TURKANA,COUNTY GOVERNMENT,LEVEL 2,3.18663611,35.4496031,Turkana,Success,
CN-27089,TEBESONIK DISPENSARY,KERICHO,COUNTY GOVERNMENT,LEVEL 2,-0.56241,35.09531,"Tebesonik, Kericho",Success,
CN-27149,KAMONGIL DISPENSARY,BOMET,COUNTY GOVERNMENT,LEVEL 2,-0.7811634,35.3436058,Dispensary,Success,
CN-27191,MBEKA DISPENSARY,SIAYA,COUNTY GOVERNMENT,LEVEL 2,0.0894633,34.2351498,Dispensary,Success,
CN-27193,GITHAMBO DISPENSARY,MURANGA,COUNTY GOVERNMENT,LEVEL 2,-0.7106691,36.8836429,"Githambo, Murang'a",Success,
CN-27215,KABARE HEALTH CENTRE,KIRINYAGA,COUNTY GOVERNMENT,LEVEL 3B,-0.6307349,37.359998,Health Centre,Success,
CN-27278,KUGE HEALTH CENTRE,HOMA BAY,COUNTY GOVERNMENT,LEVEL 3B,-0.4274527,34.4767279,Health Centre,Success,
CN-27341,KANYONI DISPENSARY,LAIKIPIA,COUNTY GOVERNMENT,LEVEL 2,0.1074658,36.3164915,Dispensary,Success,
CN-27364,NDULUKU DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-27389,OLBOLOSAT DISPENSARY,NYANDARUA,COUNTY GOVERNMENT,LEVEL 2,-0.1240415,36.5403883,Dispensary,Success,
CN-27442,KUIKUI HEALTH CENTRE,BARINGO,COUNTY GOVERNMENT,LEVEL 3A,0.4722778,35.9861309,Health Centre,Success,
CN-27452,BONDENI SUB-COUNTY HOSPITAL,NAKURU,COUNTY GOVERNMENT,LEVEL 4,-0.3059146,35.8076873,Elburgon Sub-county Hospital,Success,Found in address
CN-27473,ICF DISPENSARY,WAJIR,COUNTY GOVERNMENT,LEVEL 2,1.9813525,39.7546366,Dispensary,Success,
CN-27538,ATHIBOHOL HEALTH CENTER,WAJIR,COUNTY GOVERNMENT,LEVEL 3A,1.75504011,40.01714768,Wajir,Success,
CN-27584,MAUNGU MODEL HEALTH CENTRE,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 3B,-3.5618523,38.7479234,"Maungu, Taita Taveta",Success,
CN-27606,KARUNA DISPENSARY,UASIN GISHU,COUNTY GOVERNMENT,LEVEL 2,0.1675171,35.5251755,Dispensary,Success,
CN-27611,ILOIRERO DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-27645,NJOGUINI DISPENSARY,NYERI,COUNTY GOVERNMENT,LEVEL 2,-0.37707,36.81835,"Njogu-ini, Nyeri",Success,
CN-27664,GATURA HEALTH CENTRE,MURANGA,COUNTY GOVERNMENT,LEVEL 3A,-0.86667,36.86667,"Gatura, Murang'A",Success,
CN-27667,CHEMOSOT HEALTH CENTRE,KERICHO,COUNTY GOVERNMENT,LEVEL 3B,-0.2700947,35.2267234,Health Centre,Success,
CN-27674,KUTAYU HEALTH CENTRE,MANDERA,COUNTY GOVERNMENT,LEVEL 3A,2.4454471,40.6521921,Kotulo Health Centre,Success,
CN-27693,KENDU SUB-COUNTY HOSPITAL,HOMA BAY,COUNTY GOVERNMENT,LEVEL 4,-0.3618,34.65272,"Kendu, Homa Bay",Success,
CN-27702,ANOLE HEALTHCENTRE,WAJIR,COUNTY GOVERNMENT,LEVEL 3B,1.75504011,40.01714768,Wajir,Success,
CN-27723,KUTULO HEALTH CENTER,WAJIR,COUNTY GOVERNMENT,LEVEL 3B,2.40942,40.59483,"Kotulo, Wajir",Success,
CN-27725,TUMBUEA DISPENSARY,THARAKA-NITHI,COUNTY GOVERNMENT,LEVEL 2,-0.2687373,37.6192702,Dispensary,Success,
CN-27734,GK PRISON DISPENSARY-NAKURU,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-27735,NYIMBEI DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-27738,MUTIONJURI HEALTH CENTRE,MERU,COUNTY GOVERNMENT,LEVEL 3B,0.0641788,37.2558392,Health Centre,Success,
CN-27777,KAMARANDI DISPENSARY,THARAKA-NITHI,COUNTY GOVERNMENT,LEVEL 2,-0.37155,37.90077,"Kamarandi, Tharaka",Success,
CN-27802,SIMOTWET DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-27859,TIMBOIYWO DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.4201693,35.7996097,"Timboiwo, Baringo",Success,
CN-27866,KIBOKO DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-27889,NGWATA HEALTH CENTRE,MAKUENI,COUNTY GOVERNMENT,LEVEL 3A,-1.7965131,37.6267536,Health Centre,Success,
CN-27908,RHODES CHEST & TB DISPENSARY,NAIROBI,COUNTY GOVERNMENT,LEVEL 2,-1.2635299,36.7077619,Dispensary,Success,
CN-27919,ANTI STOCK THEFT UNIT DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.2806559,36.0794189,Nakuru,Success,
CN-28016,KITONYONI DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.9538018,37.6554245,"Kitonyoni, Makueni",Success,
CN-28024,SUNGA DISPENSARY,KISUMU,COUNTY GOVERNMENT,LEVEL 2,-0.1442656,34.7373035,Dunga Dispensary,Success,
CN-28097,NAIKURIU DISPENSARY,MERU,COUNTY GOVERNMENT,LEVEL 2,-0.0425769,37.7241186,Dispensary,Success,
CN-28116,MULATA DISPENSARY,MAKUENI,COUNTY GOVERNMENT,LEVEL 2,-1.7981322,37.6271041,Dispensary,Success,
CN-28186,PUMWANI DISPENSARY,TANA RIVER,COUNTY GOVERNMENT,LEVEL 2,-0.0381378,39.0698169,Dispensary,Success,
CN-28197,MAZERAS HEALTH CENTRE,KWALE,COUNTY GOVERNMENT,LEVEL 3B,-4.1531763,39.3213742,Health Centre,Success,
CN-28214,SANGO NAITIRI DISPENSARY,BUNGOMA,COUNTY GOVERNMENT,LEVEL 3B,0.613227,34.5341346,Dispensary,Success,
CN-28234,ILPARTIMARO DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.2727687,36.7150284,"Ilpartimaro, Kajiado",Success,
CN-28240,F.I.T.C DISPENSARY,NAKURU,COUNTY GOVERNMENT,LEVEL 2,-0.3020422,36.0723128,Dispensary,Success,
CN-28270,GATAKA DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 3B,-2.4119981,36.5503647,Dispensary,Success,
CN-28280,SAIKERI DISPENSARY,KAJIADO,COUNTY GOVERNMENT,LEVEL 2,-2.4119981,36.5503647,Dispensary,Success,
CN-28282,NYONJORO HEALTH CENTRE,NAKURU,COUNTY GOVERNMENT,LEVEL 3B,0.0140971,36.1398143,Health Centre,Success,
CN-28286,MBITA DISPENSARY - EMBU,EMBU,COUNTY GOVERNMENT,LEVEL 2,-0.642777,37.5959095,"Mbita, Embu",Success,
CN-28343,KIMOSE DISPENSARY,BARINGO,COUNTY GOVERNMENT,LEVEL 2,0.3732912,35.7172503,Dispensary,Success,
CN-28410,SALA HEALTH CENTRE,MANDERA,COUNTY GOVERNMENT,LEVEL 3B,2.4454471,40.6521921,Kotulo Health Centre,Success,
CN-28437,MIASENYI DISPENSARY,TAITA-TAVETA,COUNTY GOVERNMENT,LEVEL 2,-3.4107926,38.1395958,Dispensary,Success,
